district,state,year,quarter,registered_users,app_openings
jagtial district,telangana,2018,4,95149,0
yadadri bhuvanagiri district,telangana,2018,4,90727,0
medak district,telangana,2018,4,62676,0
mahbubnagar district,telangana,2018,4,94570,0
jaya shankar bhalupally district,telangana,2018,4,43485,0
warangal urban district,telangana,2018,4,249500,0
rangareddy district,telangana,2018,4,1217664,0
hyderabad district,telangana,2018,4,1336872,0
suryapet district,telangana,2018,4,107039,0
jogulamba gadwal district,telangana,2018,4,45841,0
kamareddy district,telangana,2018,4,77613,0
mulugu district,telangana,2018,4,22206,0
medchal malkajgiri district,telangana,2018,4,1056739,0
karimnagar district,telangana,2018,4,182600,0
mancherial district,telangana,2018,4,110062,0
siddipet district,telangana,2018,4,122741,0
khammam district,telangana,2018,4,168485,0
kangpokpi district,manipur,2022,1,25589,1969108
noney district,manipur,2022,1,4525,821300
imphal east district,manipur,2022,1,81134,1040166
thoubal district,manipur,2022,1,38088,521538
kakching district,manipur,2022,1,17014,331592
jiribam district,manipur,2022,1,6842,373094
ukhrul district,manipur,2022,1,12728,1325142
tamenglong district,manipur,2022,1,10719,2895585
kamjong district,manipur,2022,1,2128,830279
chandel district,manipur,2022,1,8724,1216929
bishnupur district,manipur,2022,1,36514,1296613
senapati district,manipur,2022,1,2286,5363948
pherzawl district,manipur,2022,1,918,309373
churachandpur district,manipur,2022,1,31533,2171488
tengnoupal district,manipur,2022,1,8027,930673
imphal west district,manipur,2022,1,125131,1240919
kangpokpi district,manipur,2022,2,27002,2652308
noney district,manipur,2022,2,4807,782172
imphal east district,manipur,2022,2,85559,1009956
thoubal district,manipur,2022,2,40196,729093
kakching district,manipur,2022,2,18011,298365
jiribam district,manipur,2022,2,7232,574516
ukhrul district,manipur,2022,2,13435,1538651
tamenglong district,manipur,2022,2,11310,2791772
kamjong district,manipur,2022,2,2243,651682
chandel district,manipur,2022,2,9201,1642357
bishnupur district,manipur,2022,2,38512,1216775
senapati district,manipur,2022,2,2402,7596610
pherzawl district,manipur,2022,2,964,283123
churachandpur district,manipur,2022,2,33293,1675207
tengnoupal district,manipur,2022,2,8495,1241856
imphal west district,manipur,2022,2,131901,1552457
kangpokpi district,manipur,2022,3,28377,2498405
noney district,manipur,2022,3,4992,776128
imphal east district,manipur,2022,3,90100,1520203
thoubal district,manipur,2022,3,42321,605201
kakching district,manipur,2022,3,18979,463388
jiribam district,manipur,2022,3,7633,390013
ukhrul district,manipur,2022,3,14002,1741319
tamenglong district,manipur,2022,3,11830,1854644
kamjong district,manipur,2022,3,2326,588199
chandel district,manipur,2022,3,9647,1296492
bishnupur district,manipur,2022,3,40486,1279672
senapati district,manipur,2022,3,2492,8069839
pherzawl district,manipur,2022,3,992,549638
churachandpur district,manipur,2022,3,35081,1521481
tengnoupal district,manipur,2022,3,8913,1270292
imphal west district,manipur,2022,3,138892,1586429
kangpokpi district,manipur,2022,4,29563,997497
noney district,manipur,2022,4,5121,153249
imphal east district,manipur,2022,4,94344,2264733
thoubal district,manipur,2022,4,44264,1137408
kakching district,manipur,2022,4,19797,442534
jiribam district,manipur,2022,4,8001,231713
ukhrul district,manipur,2022,4,14415,369769
tamenglong district,manipur,2022,4,12297,355040
kamjong district,manipur,2022,4,2341,96400
chandel district,manipur,2022,4,9973,371016
bishnupur district,manipur,2022,4,42189,976227
senapati district,manipur,2022,4,2553,489136
pherzawl district,manipur,2022,4,995,27901
churachandpur district,manipur,2022,4,36722,715234
tengnoupal district,manipur,2022,4,9295,356200
imphal west district,manipur,2022,4,145422,3478675
kangpokpi district,manipur,2023,1,30917,3790975
noney district,manipur,2023,1,5349,1387390
imphal east district,manipur,2023,1,98499,1036986
thoubal district,manipur,2023,1,46248,522679
kakching district,manipur,2023,1,20700,193416
jiribam district,manipur,2023,1,8381,1001353
ukhrul district,manipur,2023,1,15024,1662739
tamenglong district,manipur,2023,1,12843,2800286
kamjong district,manipur,2023,1,2411,903645
chandel district,manipur,2023,1,10406,1538087
bishnupur district,manipur,2023,1,44031,1311460
senapati district,manipur,2023,1,2658,8444325
pherzawl district,manipur,2023,1,1020,401858
churachandpur district,manipur,2023,1,38361,1887069
tengnoupal district,manipur,2023,1,9712,1181144
imphal west district,manipur,2023,1,151777,1355662
kangpokpi district,manipur,2023,2,32306,1285640
noney district,manipur,2023,2,5653,441243
imphal east district,manipur,2023,2,102530,491362
thoubal district,manipur,2023,2,48169,296300
kakching district,manipur,2023,2,21613,71039
jiribam district,manipur,2023,2,8764,382675
ukhrul district,manipur,2023,2,15758,1072575
tamenglong district,manipur,2023,2,13463,1365881
kamjong district,manipur,2023,2,2579,244539
chandel district,manipur,2023,2,10941,450475
bishnupur district,manipur,2023,2,46010,653220
senapati district,manipur,2023,2,2804,5262391
pherzawl district,manipur,2023,2,1095,344045
churachandpur district,manipur,2023,2,40043,864723
tengnoupal district,manipur,2023,2,10160,283610
imphal west district,manipur,2023,2,157911,566319
kangpokpi district,manipur,2019,1,5212,0
noney district,manipur,2019,1,919,0
imphal east district,manipur,2019,1,21136,0
thoubal district,manipur,2019,1,9529,0
kakching district,manipur,2019,1,3850,0
jiribam district,manipur,2019,1,1759,0
ukhrul district,manipur,2019,1,2368,0
tamenglong district,manipur,2019,1,2148,0
kamjong district,manipur,2019,1,382,0
chandel district,manipur,2019,1,1691,0
bishnupur district,manipur,2019,1,8537,0
senapati district,manipur,2019,1,451,0
pherzawl district,manipur,2019,1,98,0
churachandpur district,manipur,2019,1,6138,0
tengnoupal district,manipur,2019,1,1641,0
imphal west district,manipur,2019,1,33668,0
kangpokpi district,manipur,2019,2,6407,29820
noney district,manipur,2019,2,1150,6520
imphal east district,manipur,2019,2,24652,90408
thoubal district,manipur,2019,2,10915,34864
kakching district,manipur,2019,2,4599,14399
jiribam district,manipur,2019,2,2103,9838
ukhrul district,manipur,2019,2,2981,15254
tamenglong district,manipur,2019,2,2628,12386
kamjong district,manipur,2019,2,480,2245
chandel district,manipur,2019,2,2175,13881
bishnupur district,manipur,2019,2,10014,35338
senapati district,manipur,2019,2,542,9932
pherzawl district,manipur,2019,2,127,461
churachandpur district,manipur,2019,2,7662,33490
tengnoupal district,manipur,2019,2,2009,12904
imphal west district,manipur,2019,2,39303,143089
kangpokpi district,manipur,2019,3,7621,110522
noney district,manipur,2019,3,1298,23951
imphal east district,manipur,2019,3,28331,315497
thoubal district,manipur,2019,3,12427,115808
kakching district,manipur,2019,3,5355,52109
jiribam district,manipur,2019,3,2444,31194
ukhrul district,manipur,2019,3,3488,53720
tamenglong district,manipur,2019,3,3085,50057
kamjong district,manipur,2019,3,538,8114
chandel district,manipur,2019,3,2581,47685
bishnupur district,manipur,2019,3,11647,116636
senapati district,manipur,2019,3,672,32024
pherzawl district,manipur,2019,3,156,1847
churachandpur district,manipur,2019,3,9071,118819
tengnoupal district,manipur,2019,3,2334,37068
imphal west district,manipur,2019,3,45268,479154
kangpokpi district,manipur,2019,4,8850,126801
noney district,manipur,2019,4,1517,30392
imphal east district,manipur,2019,4,31935,361762
thoubal district,manipur,2019,4,14194,146102
kakching district,manipur,2019,4,6126,59893
jiribam district,manipur,2019,4,2764,34328
ukhrul district,manipur,2019,4,4091,55415
tamenglong district,manipur,2019,4,3651,57913
kamjong district,manipur,2019,4,639,9407
chandel district,manipur,2019,4,3029,55155
bishnupur district,manipur,2019,4,13387,141164
senapati district,manipur,2019,4,790,40242
pherzawl district,manipur,2019,4,192,3394
churachandpur district,manipur,2019,4,10431,127389
tengnoupal district,manipur,2019,4,2699,44120
imphal west district,manipur,2019,4,51063,562011
kangpokpi district,manipur,2021,1,19239,252420
noney district,manipur,2021,1,3286,55982
imphal east district,manipur,2021,1,62004,693766
thoubal district,manipur,2021,1,29072,314602
kakching district,manipur,2021,1,12888,123152
jiribam district,manipur,2021,1,5045,68826
ukhrul district,manipur,2021,1,9372,97569
tamenglong district,manipur,2021,1,7960,102778
kamjong district,manipur,2021,1,1481,28955
chandel district,manipur,2021,1,6467,107475
bishnupur district,manipur,2021,1,27615,304856
senapati district,manipur,2021,1,1655,102591
pherzawl district,manipur,2021,1,607,9375
churachandpur district,manipur,2021,1,23827,278146
tengnoupal district,manipur,2021,1,6049,83331
imphal west district,manipur,2021,1,96101,1085403
kangpokpi district,manipur,2021,2,20703,699332
noney district,manipur,2021,2,3566,233348
imphal east district,manipur,2021,2,66388,698750
thoubal district,manipur,2021,2,31139,379556
kakching district,manipur,2021,2,13816,179017
jiribam district,manipur,2021,2,5468,145822
ukhrul district,manipur,2021,2,10142,369390
tamenglong district,manipur,2021,2,8580,377885
kamjong district,manipur,2021,2,1619,186560
chandel district,manipur,2021,2,6980,399269
bishnupur district,manipur,2021,2,29671,486636
senapati district,manipur,2021,2,1769,1295855
pherzawl district,manipur,2021,2,663,77344
churachandpur district,manipur,2021,2,25573,552013
tengnoupal district,manipur,2021,2,6499,242939
imphal west district,manipur,2021,2,102833,945286
kangpokpi district,manipur,2021,3,22416,874800
noney district,manipur,2021,3,3902,300472
imphal east district,manipur,2021,3,71436,954175
thoubal district,manipur,2021,3,33478,486022
kakching district,manipur,2021,3,14924,239828
jiribam district,manipur,2021,3,5941,184052
ukhrul district,manipur,2021,3,11045,513136
tamenglong district,manipur,2021,3,9326,574128
kamjong district,manipur,2021,3,1791,242167
chandel district,manipur,2021,3,7597,522067
bishnupur district,manipur,2021,3,31996,674139
senapati district,manipur,2021,3,1958,1711032
pherzawl district,manipur,2021,3,778,100880
churachandpur district,manipur,2021,3,27600,839576
tengnoupal district,manipur,2021,3,7055,355522
imphal west district,manipur,2021,3,110506,1171776
kangpokpi district,manipur,2021,4,24082,578502
noney district,manipur,2021,4,4235,106691
imphal east district,manipur,2021,4,76421,1343041
thoubal district,manipur,2021,4,35832,671715
kakching district,manipur,2021,4,15985,254045
jiribam district,manipur,2021,4,6397,142268
ukhrul district,manipur,2021,4,11949,228837
tamenglong district,manipur,2021,4,10063,231717
kamjong district,manipur,2021,4,1996,47690
chandel district,manipur,2021,4,8184,224700
bishnupur district,manipur,2021,4,34316,600342
senapati district,manipur,2021,4,2157,232274
pherzawl district,manipur,2021,4,865,17410
churachandpur district,manipur,2021,4,29651,620822
tengnoupal district,manipur,2021,4,7557,215328
imphal west district,manipur,2021,4,118056,2087912
kangpokpi district,manipur,2020,1,10241,147812
noney district,manipur,2020,1,1787,41247
imphal east district,manipur,2020,1,36105,420094
thoubal district,manipur,2020,1,16244,175401
kakching district,manipur,2020,1,7075,74982
jiribam district,manipur,2020,1,3051,37923
ukhrul district,manipur,2020,1,4892,59944
tamenglong district,manipur,2020,1,4169,67905
kamjong district,manipur,2020,1,755,13665
chandel district,manipur,2020,1,3471,62247
bishnupur district,manipur,2020,1,15333,173021
senapati district,manipur,2020,1,922,47684
pherzawl district,manipur,2020,1,245,5039
churachandpur district,manipur,2020,1,12420,166120
tengnoupal district,manipur,2020,1,3179,53112
imphal west district,manipur,2020,1,57485,629446
kangpokpi district,manipur,2020,2,12965,203507
noney district,manipur,2020,2,2236,63200
imphal east district,manipur,2020,2,43144,517800
thoubal district,manipur,2020,2,20186,290602
kakching district,manipur,2020,2,9028,128015
jiribam district,manipur,2020,2,3660,53042
ukhrul district,manipur,2020,2,6223,94483
tamenglong district,manipur,2020,2,5158,95973
kamjong district,manipur,2020,2,888,21980
chandel district,manipur,2020,2,4278,86628
bishnupur district,manipur,2020,2,19027,275023
senapati district,manipur,2020,2,1095,76298
pherzawl district,manipur,2020,2,316,6845
churachandpur district,manipur,2020,2,15469,230835
tengnoupal district,manipur,2020,2,3926,75600
imphal west district,manipur,2020,2,67897,791660
kangpokpi district,manipur,2020,3,15966,253384
noney district,manipur,2020,3,2736,55385
imphal east district,manipur,2020,3,51383,609321
thoubal district,manipur,2020,3,24183,317792
kakching district,manipur,2020,3,10752,134942
jiribam district,manipur,2020,3,4238,66168
ukhrul district,manipur,2020,3,7657,112269
tamenglong district,manipur,2020,3,6475,109931
kamjong district,manipur,2020,3,1124,23423
chandel district,manipur,2020,3,5252,109957
bishnupur district,manipur,2020,3,22965,325558
senapati district,manipur,2020,3,1317,103022
pherzawl district,manipur,2020,3,438,8873
churachandpur district,manipur,2020,3,19501,298971
tengnoupal district,manipur,2020,3,4853,82000
imphal west district,manipur,2020,3,79723,941379
kangpokpi district,manipur,2020,4,17814,268836
noney district,manipur,2020,4,3042,54913
imphal east district,manipur,2020,4,57282,660654
thoubal district,manipur,2020,4,26858,319570
kakching district,manipur,2020,4,11913,132864
jiribam district,manipur,2020,4,4621,65672
ukhrul district,manipur,2020,4,8651,120435
tamenglong district,manipur,2020,4,7322,110430
kamjong district,manipur,2020,4,1333,27975
chandel district,manipur,2020,4,5987,120650
bishnupur district,manipur,2020,4,25629,335291
senapati district,manipur,2020,4,1513,113530
pherzawl district,manipur,2020,4,533,9387
churachandpur district,manipur,2020,4,21960,300081
tengnoupal district,manipur,2020,4,5537,88105
imphal west district,manipur,2020,4,88777,1055039
kangpokpi district,manipur,2018,1,1439,0
